solution, training, test, reduction, time
11100000001111001011101010011101001000000000101001111011101111001100111010110100001010100110110001111011001011110000101110011111000011010111111101001111010101000010110111001000101011110010101010111001010011001101100011111100011000110000100000011110010000111110011101011010111001, 0.7216494845360825, 0.5, 0.4784172661870504, 2291.58990544
00001111100110000110110011101100000001000010101001000100000001001110011110101111110101111101001000100010010110011010011100011011011110110111010110101011000111111100011100110111001100111101110010110011110111101001010000111111001010000011010001011000111010010010111101000100110000, 0.7395833333333334, 0.654639175257732, 0.4892086330935252, 1406.147024217
00110011100001010010100101000111111101100011011011011111001100000010010110101000101011110101010100010001010100011001111101011000110010011100000101000001100011110011111010111001111011001010101010111011100100101011111010001000001110110110100001001011101111100110010101010010100111, 0.7422680412371134, 0.5729166666666666, 0.4892086330935252, 1460.743095169
10011100000100100010101110011011000000101010000111100101000011001111100011011100010010001111011101010110110001110010000100000011001011100010001001110110010001010110110101011101001010100110100001010000110011010100011101010011010011111110011011001101100100010110101110001000001011, 0.75, 0.5618556701030928, 0.5287769784172662, 1143.504406238
00100100111010010100011111000010001001101000110001011010110110110100001111000110111111100111010100111000010110010010111011100101011011101010110111010110100000011001100101011000101011000010110100111111011110000110011111110000000101011010110011100010111000100111010011111110110010, 0.711340206185567, 0.6354166666666666, 0.4784172661870504, 654.132315132
01110101010011001110110001010011000000001111000011011110001100001101010110011011010100001101000100000010000100110000001111011001011001101010010111011000100011111000001100111100111110100000100110110101101101000010100101101111010100001000111010000100010010001111100011110101111100, 0.734375, 0.5927835051546392, 0.5287769784172662, 609.619978071
01011101111100101110011011101000000110110010001111001111101110010111111110000001000011001101000101010111010000011000000100001111010110001110100000111101111011000111010001111100011101111000100001000010000000110011010000011001011000100010100010000000110010101101110001111110110001, 0.6958762886597938, 0.671875, 0.5215827338129496, 938.94990236
11011000101000001010111010100011100000101001001100110001001000111011101000110110110010011100101011001100001111000010010001110011101111100010101000001010000101011100111100110000110111110011001001010100001101101001001011011001010111000000011000100000011110000010101000110000000110, 0.7395833333333334, 0.5670103092783505, 0.5539568345323741, 799.993502387
10111100000001001100010011111100000011110110011100010111001001010100100001001111100111011100110011000010111110100010110100110111011001111111000000010011010110101100010111100001100000010110000001010110111011010001110001110011001100101010001011111011101000010001100001000111000111, 0.7268041237113402, 0.5989583333333334, 0.5107913669064749, 648.163939019
10001010100000110011000101110011000001110011011010100101000100010101000010101010010100101111111100000000110100000011111101110100010110100000001101101011011100110100001100110100100101101010001101010010001001110100100010101101111110011101110100111000001001110011100010011000011100, 0.6875, 0.6391752577319587, 0.5359712230215827, 818.347350785
