solution, training, test, reduction, time
00110000110111110011100000110111100000110000100011000110000111110100111001010110111101001000010011011100101010001010100001010110011111011011100000011010011011111101100110101011011000111110111100010010110111011010100000101001011000111011100011110101110001000000001110101100011110, 0.7371134020618557, 0.5, 0.49280575539568344, 1906.918034159
10101000011001011001101100001000011111010111000001011100111111010000110100000001100011101111111010011011000010011101110000001100010011011101100011010100000111010010001101001001111000010001101010110011100100111000001111001010011000100101111100111001000000100110101110100111001000, 0.7083333333333334, 0.6752577319587629, 0.5251798561151079, 1908.954571022
01101110000001000000010001111101110001010001011110011111111110010110010011011101010101111001110010110111001001011101101100010111010010100001010001001111100100001011110101011111010000010111101011111011011100001101110100010110111011111011101000010000011100111001100011011000101101, 0.7061855670103093, 0.6666666666666666, 0.46402877697841727, 1920.275635602
10011110101111111100000110011100010111001111000000011001101101010011001101011000110010001100000001001010001111011110010011011010011101010110100010100101111110111010110000000100100011000000001100110000011000101100101110011111000100110011000011001101011000000111011000111100001010, 0.7447916666666666, 0.6288659793814433, 0.5251798561151079, 1933.453062104
00001001010000101011010101000100010100000010100000100001010000001110111101000101101100010111111110010101001000000011000111101010110010010110011100100000011001111001110111011110011000000101101011110010111001011100100010100100101000001110110010110101100110001010010011110100011111, 0.7422680412371134, 0.6302083333333334, 0.539568345323741, 1932.30184449
10101001101100000011111110101111100101110010100110111101101101001010110111000101101000001111001011111100001111110100100010111111001011101000001010101100100001010101111111010011101011100000001011101111011000110011101000001110001011010010001011000010100010100001000101010111010000, 0.7239583333333334, 0.5567010309278351, 0.4892086330935252, 1870.127088794
00111011100101001011000101101101100111010000111010101000100110010100000111111101001011011101111110010111000100101000000000000000111101101000001000101100011100101001000010011101100110010010111011010101111000001101000110111010111110101001000101000101011010111110010000000101001100, 0.7164948453608248, 0.6458333333333334, 0.5251798561151079, 1939.075809576
10011010101000111110110101011001010001100001101001001111010100111110110000111011001010111101101111011000001001100011000100111101001101100111101101100011000100001010110011010010000110100111111101111010100000100111011101000000110111110101101001100111010011000000000011010010001110, 0.7135416666666666, 0.6030927835051546, 0.49280575539568344, 1902.235569704
00110100101111011100111100100110001011100000011111110010000100110000111011111100110000001000110001111100100010000110011001000111101011011001010000010100001000000111010101100111100110000011101110111011001001000110101011100001011011000000001011111101001100110110111011110101111011, 0.7010309278350515, 0.65625, 0.5, 1937.777711551
10101110100101110000101000101100111011001100100100000001001110000100010111101011101111101111000101101001101000011111110111101000100100010010001100111110001010101010000111110110010011010100100111011001110110100110010101100010011001011011001110010001101110000110010110001000011011, 0.734375, 0.5721649484536082, 0.5, 1723.769770541
