solution, training, test, reduction, time
101110111110000100011111100011, 0.9929824561403509, 0.9507042253521126, 0.4, 618.954887989
000000000011010101100110001100, 0.9823943661971831, 0.9578947368421052, 0.6666666666666666, 400.217797369
001000110000100011111101101010, 0.9859649122807017, 0.9507042253521126, 0.5333333333333333, 479.20786273
101010100101110010001111110010, 0.9859154929577465, 0.9649122807017544, 0.4666666666666667, 473.838754774
100000011110101001011111000100, 0.9929824561403509, 0.9295774647887324, 0.5333333333333333, 325.099213206
100000000000011100001111101000, 0.9894366197183099, 0.9649122807017544, 0.6666666666666666, 411.171031262
101110010001000010111100100001, 0.9929824561403509, 0.9366197183098591, 0.5666666666666667, 329.13756538
000000010010110100011100001000, 0.9859154929577465, 0.9543859649122807, 0.7, 252.089471798
110010010100110011111011101001, 0.9824561403508771, 0.971830985915493, 0.43333333333333335, 323.100288997
011100000001001101110101000100, 0.9894366197183099, 0.9508771929824561, 0.6, 323.061298715
