solution, training, test, reduction, time
110010111110110110011011100011, 0.9929824561403509, 0.9612676056338029, 0.36666666666666664, 849.465604774
010010110011110001101110001000, 0.9823943661971831, 0.9508771929824561, 0.5333333333333333, 708.307590144
001111101100111101101111000110, 0.9859649122807017, 0.9577464788732394, 0.36666666666666664, 652.87805024
111011111011110110100111111011, 0.9823943661971831, 0.9543859649122807, 0.23333333333333334, 629.783624279
000010010101110000111100001001, 0.9929824561403509, 0.9471830985915493, 0.6, 494.813838156
011000000001100110011011101000, 0.9894366197183099, 0.9649122807017544, 0.6, 481.674721592
111010101110001001010001110111, 0.9929824561403509, 0.9401408450704225, 0.43333333333333335, 454.139413035
101001111110110101011101000100, 0.9823943661971831, 0.968421052631579, 0.43333333333333335, 278.811983345
001010000000100111011110001000, 0.9859649122807017, 0.9612676056338029, 0.6333333333333333, 279.168106745
010011000010010101110110001001, 0.9964788732394366, 0.9543859649122807, 0.5666666666666667, 392.05770839
