solution, training, test, reduction, time
110111100111110110001100101111, 0.9824561403508771, 0.9436619718309859, 0.3333333333333333, 382.423150347
001000001001010010011101011001, 0.9683098591549296, 0.9543859649122807, 0.6, 398.851518216
110100110110000000100001101010, 0.9824561403508771, 0.9401408450704225, 0.6, 391.828503277
111111111110001111010011011101, 0.9753521126760564, 0.9543859649122807, 0.26666666666666666, 396.734074766
011111110111111111001111111011, 0.9859649122807017, 0.9366197183098591, 0.16666666666666666, 438.651656779
001100000111110110111111101010, 0.971830985915493, 0.9719298245614035, 0.4, 399.964449661
111111111111111111111100110011, 0.9824561403508771, 0.9436619718309859, 0.13333333333333333, 421.719311665
110001111111110111101111001000, 0.9683098591549296, 0.9649122807017544, 0.3333333333333333, 432.550501129
011100111000011111101111011001, 0.9789473684210527, 0.9577464788732394, 0.36666666666666664, 398.427729727
110110101011101111110111110100, 0.9823943661971831, 0.9614035087719298, 0.3, 412.182844671
