solution, training, test, reduction, time
110110100100110111011101011111, 0.9894736842105263, 0.9507042253521126, 0.3333333333333333, 424.781019939
001000001000110010011111011001, 0.9647887323943662, 0.9614035087719298, 0.5666666666666667, 396.068304993
101111110110001100001111111110, 0.9859649122807017, 0.9507042253521126, 0.3333333333333333, 423.57487706
110111111110111111100110100110, 0.971830985915493, 0.9719298245614035, 0.26666666666666666, 407.754353458
011111110111111111001111110111, 0.9824561403508771, 0.9507042253521126, 0.16666666666666666, 445.080504496
100100000111111100101111101011, 0.971830985915493, 0.968421052631579, 0.4, 379.23579364
111111111111111111111100110011, 0.9824561403508771, 0.9436619718309859, 0.13333333333333333, 419.362333287
111011111111111111100100111101, 0.9647887323943662, 0.9719298245614035, 0.2, 396.650198678
000000110010010111101100001010, 0.968421052631579, 0.971830985915493, 0.6, 363.841950759
100110101011111111110110110101, 0.9823943661971831, 0.9578947368421052, 0.3, 421.647809521
