solution, training, test, reduction, time
11000101100101010110011111101010001010110111110000001111010001011111010101100001010111001111011100100000001111000110000000001100010011001001011100010100111110110011000100101010111101001011100100101100001100101000110011110110111000100100101111001000101100001011010101110011011011, 0.7371134020618557, 0.515625, 0.5, 964.200522
00011111001011110001011001111111100101110110000000000011101010010010011110110001000101011110000010100001100011000110000110000100001010101111111011010111101011110001111110001111111110010010100001110011101111100011101010001110000100110111100010010111111100111101010011011100100011, 0.7135416666666666, 0.6443298969072165, 0.4712230215827338, 992.719455
10010000001001000010011001011101001001111000100110101100110010010101010011111011001001001111110000001011111100110001010010110001011100000000010101101100001011011011011100111101101001110001111110100011001100110101010101101000111011100101011111000111100110010001100111100001011100, 0.6804123711340206, 0.671875, 0.5, 995.220384
00101111101000100101100010011101111110100011100011001000110001101011110000101001111101011101111000010111000100100111100001001101110101101101111000001110001101100111111100100011011001010010010010110100101010001001000110011100010101110001101011101000110011101000101010011101001101, 0.734375, 0.4329896907216495, 0.4892086330935252, 896.836018
01010001101010101000100000010000000110100110101010110100011000111010001001101011111001011101100010001111111100111111011011110111001011010001000101010010011111101010010110011001011101000101100001010101000100100101011111110101111101110000111010110001011000101100001010011111001100, 0.7061855670103093, 0.6458333333333334, 0.49280575539568344, 1012.908516
01100000100011100101000110110001101000110010111011111011100111010100100001001100110000011001111011100001110101110001000000001111010111101011111101111010111000011101000111100011000001111010111011000110000110111100011110110101101111000001000001001001101100100100011011101111110110, 0.7083333333333334, 0.5618556701030928, 0.48201438848920863, 1003.808655
10011101001010001000000000101010101100011111111010110111000001011011000110001001110110110001111111100001000000111101100110110100010101011011101010101100010011011100101110101000010101010111110011011100000100000111110110111001010110000101001010000010010101010101000001110000010000, 0.6804123711340206, 0.578125, 0.5251798561151079, 1039.280973
00110001000101001110000110101001001101010110101100010011101011000010000000101010111001001010111010011001011110110111101001000011111101100010111001110100001101101101011100010001000110101000000011010001110011001010011100100011010110001110100010001011100100101010111000010010100101, 0.703125, 0.5051546391752577, 0.5323741007194245, 980.140037
01100110001111010010001001010011100010110011111010001100101000110111000010000001101110000000011111100010110010110000110011001001000011110011100101011010101001101011011100010000001010010101010000011111001100010111010111101011000101001111110001010100111110010111011111011100111010, 0.7164948453608248, 0.5833333333333334, 0.5035971223021583, 1003.258935
10000110110100011110000010001011001011111011001001101000111000110100011101001101010101000001011011010111010010100010101101111111010101001001111011111011101101000100111011011110001110011010110001110011101110101111101100101111011000011100110001100110000001010001010111001000011100, 0.7135416666666666, 0.6237113402061856, 0.4748201438848921, 968.729962
