solution, training, test, reduction, time
00011010110100011010111100101001101010000010001001101011000010100000011000000010100010001101110110101011010111011011001101111101111001001010101000111000000001000110000110101000000001110010111000111011010001001000101001111110001011110101111011101000010101100101000010011010011101, 0.7474226804123711, 0.640625, 0.5359712230215827, 3165.73773703
10010001101011001011101000110111100100001000101001011001110101100001010000110001101111100101100011100111001001001011011100110000011100101000001010010010010001111111110010011011011101010000010101110100101111100000110010110011110000011011100010000001101010010010010000001111101101, 0.765625, 0.6649484536082474, 0.5251798561151079, 2112.747897416
00000110100001101100000101011101000000001111010011000000000100011000011000011010101000001100100100011100110000011101011101110101010110111000001111000101111101101011000000000001010000000010100001010100000110101101000001110010100010101011011000100011011000110101100111000100110110, 0.7474226804123711, 0.46875, 0.5863309352517986, 1443.746655977
00011010010100111111011111001110101100101010101100101101111010001101100110001011100101011000001111100101110110001000010110001010101001011011000011000010000100000000100110001110010001101001000000011110101010011111001000100010110110000101010000000111100110110111110101101001011011, 0.7604166666666666, 0.5412371134020618, 0.5215827338129496, 1177.735266002
01100111111100100011000110001101000101110010101000100001000000110001111100000111101001111110011010111001011011000110100100100011110101111010000000011001010100110010010000001011001111011110100100001100010010101000100101101010111011110111011111000110100100101111011011110010100101, 0.7164948453608248, 0.6302083333333334, 0.5035971223021583, 1209.75508712
11110111110001111110011001011100111100000100100001110001100110100100011001111110100111110101110110010110010010010011110010110110100010001111010011110111001011101110111111101101111111011000110100110101001111000100010000011010101101111110101000011110101000010000111010110100010101, 0.78125, 0.5773195876288659, 0.4460431654676259, 1189.692344914
11101010101100101110111000000000101010011010000100101111101110111000011110101100101011101111100000111100010000001110110000101001100010100001110101001001001010111111011011011011101001010000100101011101001101010011110111110110001100010011011000101011001000110111100000110110001100, 0.7268041237113402, 0.7135416666666666, 0.49640287769784175, 1187.874538681
10000110011001001010000111111110001110011011001010010101000010000100011111011101110011001100110011101000100111111100101101010010010000011010111000011001000100110111111010011011110001010110100000010000100001001001100110010111001001000111000001100010001010010111000111010111000001, 0.8125, 0.5618556701030928, 0.5323741007194245, 1137.943669641
00111100000111111010100111001100000011010110010111011010110101000000110101101110011101110101011111101000101111101110000000110010000100001100110100100001000111011001110011110001100011110011010101010100110011000001011011100100010011001011000011111111110110110011001110000000010110, 0.7422680412371134, 0.5833333333333334, 0.49640287769784175, 1153.22130049
00111010001110010001100011110010100001000100000110000111011101011101011011011100111010001111001001111111111001000100101110100001010011010111111110001001001011011000010010011011111101011100000111010001001011000011001110001110011110010111110011110000110000001011001111100111000111, 0.7447916666666666, 0.6288659793814433, 0.48201438848920863, 1107.037208731
