solution, training, test, reduction, time
110101100011101000110111001101, 0.9543859649122807, 0.9049295774647887, 0.43333333333333335, 679.363753522
111001111100110011110101001001, 0.9401408450704225, 0.9368421052631579, 0.4, 623.504709408
100101001111100111001001010111, 0.9438596491228071, 0.926056338028169, 0.43333333333333335, 624.488485714
111101111111110111101111001011, 0.9683098591549296, 0.9298245614035088, 0.2, 634.506786862
010001101111000010100011000010, 0.968421052631579, 0.9154929577464789, 0.6, 620.889752072
111101101111111111011101011111, 0.9330985915492958, 0.9473684210526315, 0.16666666666666666, 625.897004063
101000010111100000100101001100, 0.9543859649122807, 0.9295774647887324, 0.6, 620.612175414
110101001110000110110101011100, 0.9507042253521126, 0.9157894736842105, 0.4666666666666667, 616.618570803
001101010000100011000001011101, 0.9438596491228071, 0.9507042253521126, 0.6, 618.774272034
011100111001100111100011011110, 0.954225352112676, 0.9403508771929825, 0.4, 623.022691185
