solution, training, test, reduction, time
1111, 0.8933333333333333, 0.96, 0.0, 0.00207
1111, 0.96, 0.8933333333333333, 0.0, 0.001925
1111, 0.9866666666666667, 0.9333333333333333, 0.0, 0.001581
1111, 0.9333333333333333, 0.9866666666666667, 0.0, 0.001522
1111, 0.9066666666666666, 0.9733333333333334, 0.0, 0.001471
1111, 0.9733333333333334, 0.9066666666666666, 0.0, 0.001596
1111, 0.96, 0.9066666666666666, 0.0, 0.001516
1111, 0.9066666666666666, 0.96, 0.0, 0.001601
1111, 0.9733333333333334, 0.9066666666666666, 0.0, 0.001611
1111, 0.9066666666666666, 0.9733333333333334, 0.0, 0.001469
