solution, training, test, reduction, time
110001100011101000110111101101, 0.9192982456140351, 0.8943661971830986, 0.43333333333333335, 1.221667481
100001111100001001010011001101, 0.9225352112676056, 0.9368421052631579, 0.5333333333333333, 1.208395155
001001011000111010011101010100, 0.9157894736842105, 0.9084507042253521, 0.5333333333333333, 1.216678869
111110000000000000110101110111, 0.9190140845070423, 0.9403508771929825, 0.5333333333333333, 1.208055463
011101101111001010100011100010, 0.9298245614035088, 0.8838028169014085, 0.4666666666666667, 1.212585417
011010010010011100000011111110, 0.9119718309859155, 0.9298245614035088, 0.5, 1.207310146
111111101111001011000100011010, 0.887719298245614, 0.8591549295774648, 0.4, 1.416745906
101110001001001011000001100101, 0.9401408450704225, 0.9157894736842105, 0.5666666666666667, 1.225114114
001011010000111011000000011101, 0.8947368421052632, 0.8661971830985915, 0.5666666666666667, 1.21829158
101010011001011110010101110111, 0.9190140845070423, 0.9263157894736842, 0.4, 1.214743476
